SHIPPING_LOCATION,STATE,ZIP_CODE,REGION,CITY_X,CITY_Y,BRANCH,INVOICE_ID,FREE_RETURNS
96797,MO,63116,Central,Yangon,Saint Louis,C,447-15-7839,Free 90-day returns
96797,Arizona,86401,West,Yangon,Kingman,C,447-15-7839,Free 90-day returns
96797,Oregon,97128,West,Yangon,Mcminnville,C,447-15-7839,Free 90-day returns
96797,Washington,98198,West,Yangon,Des Moines,C,447-15-7839,Free 90-day returns
96797,Texas,77471,Central,Yangon,Rosenberg,C,447-15-7839,Free 90-day returns
96797,Maryland,20746,East,Yangon,Camp Springs,C,447-15-7839,Free 90-day returns
96797,New York,11572,East,Mandalay,Oceanside,B,605-83-1050,Free 90-day returns
96797,Kansas,66801,Central,Mandalay,Emporia,B,605-83-1050,Free 90-day returns
96797,Texas,76248,Central,Mandalay,Keller,B,605-83-1050,Free 90-day returns
96797,Kansas,67501,Central,Mandalay,Hutchinson,B,351-62-0822,Free 90-day returns
96797,California,92020,West,Mandalay,El Cajon,B,351-62-0822,Free 90-day returns
96797,Colorado,80525,West,Mandalay,Fort Collins,B,351-62-0822,Free 90-day returns
96797,Illinois,60302,Central,Mandalay,Oak Park,B,351-62-0822,Free 90-day returns
96797,Colorado,80906,West,Mandalay,Colorado Springs,B,351-62-0822,Free 90-day returns
96797,California,94086,West,Mandalay,Sunnyvale,B,351-62-0822,Free 90-day returns
96797,California,91776,West,Mandalay,San Gabriel,B,351-62-0822,Free 90-day returns
96797,Ohio,44224,East,Mandalay,Stow,B,351-62-0822,Free 90-day returns
96797,New York,12306,East,Mandalay,Schenectady,B,351-62-0822,Free 90-day returns
96797,Utah,84404,West,Mandalay,Ogden,B,351-62-0822,Free 90-day returns
96797,Georgia,30904,South,Mandalay,Augusta,B,351-62-0822,Free 90-day returns
96797,Maryland,20740,East,Mandalay,College Park,B,351-62-0822,Free 90-day returns
96797,Virginia,22124,South,Mandalay,Oakton,B,351-62-0822,Free 90-day returns
96797,New Mexico,88201,West,Mandalay,Roswell,B,351-62-0822,Free 90-day returns
96797,Vermont,5451,East,Naypyitaw,Essex Junction,A,588-01-7461,Free 90-day returns
96797,Vermont,5403,East,Naypyitaw,South Burlington,A,588-01-7461,Free 90-day returns
96797,Vermont,5201,East,Naypyitaw,Bennington,A,588-01-7461,Free 90-day returns
96797,Alabama,35810,South,Naypyitaw,Huntsville,A,588-01-7461,Free 90-day returns
96797,MO,64133,Central,Naypyitaw,Raytown,A,588-01-7461,Free 90-day returns
96797,Oklahoma,73160,Central,Naypyitaw,Moore,A,588-01-7461,Free 90-day returns
96797,MA,2457,East,Naypyitaw,Wellesley,A,588-01-7461,Free 90-day returns
96797,Vermont,5401,East,Naypyitaw,Burlington,A,588-01-7461,Free 90-day returns
96797,Connecticut,6770,East,Naypyitaw,Naugatuck,A,588-01-7461,Free 90-day returns
96797,California,95969,West,Naypyitaw,Paradise,A,588-01-7461,Free 90-day returns
96797,Illinois,61107,Central,Naypyitaw,Rockford,A,588-01-7461,Free 90-day returns
96797,California,95969,West,Naypyitaw,Paradise,A,588-01-7461,Free 90-day returns
96797,Illinois,61401,Central,Naypyitaw,Galesburg,A,588-01-7461,Free 90-day returns
96797,Georgia,31401,South,Naypyitaw,Savannah,A,588-01-7461,Free 90-day returns
96797,Tennessee,37075,South,Yangon,Hendersonville,C,447-15-7839,Free 90-day returns
96797,Florida,32765,South,Yangon,Oviedo,C,447-15-7839,Free 90-day returns
96797,Florida,33024,South,Yangon,Pembroke Pines,C,447-15-7839,Free 90-day returns
96797,North Carolina,27587,South,Yangon,Wake Forest,C,447-15-7839,Free 90-day returns
96797,MO,63116,Central,Yangon,Saint Louis,C,447-15-7839,Free 90-day returns
96797,Arizona,86401,West,Yangon,Kingman,C,447-15-7839,Free 90-day returns
96797,Oregon,97128,West,Yangon,Mcminnville,C,447-15-7839,Free 90-day returns
96797,Washington,98198,West,Yangon,Des Moines,C,447-15-7839,Free 90-day returns
96797,Texas,77471,Central,Yangon,Rosenberg,C,447-15-7839,Free 90-day returns
96797,Maryland,20746,East,Yangon,Camp Springs,C,447-15-7839,Free 90-day returns
